"Statistic Label","Month","Detailed Sub Indices","UNIT","VALUE"
"Consumer Price Index","2016 September","Other edible oils","Base Dec 2023=100","87.4"
"Consumer Price Index","2016 September","Fruit","Base Dec 2023=100","91.1"
"Consumer Price Index","2016 September","Fresh or chilled fruit","Base Dec 2023=100","89.7"
"Consumer Price Index","2016 September","Dried fruit and nuts","Base Dec 2023=100","101.9"
"Consumer Price Index","2016 September","Preserved fruit and fruit-based products","Base Dec 2023=100","76.2"
"Consumer Price Index","2016 September","Vegetables","Base Dec 2023=100","92.1"
"Consumer Price Index","2016 September","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","93.2"
"Consumer Price Index","2016 September","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","97.2"
"Consumer Price Index","2016 September","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","97.4"
"Consumer Price Index","2016 September","Potatoes","Base Dec 2023=100","89.2"
"Consumer Price Index","2016 September","Crisps","Base Dec 2023=100","87"
"Consumer Price Index","2016 September","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","99.7"
"Consumer Price Index","2016 September","Sugar","Base Dec 2023=100","66.8"
"Consumer Price Index","2016 September","Jams, marmalades and honey","Base Dec 2023=100","113.4"
"Consumer Price Index","2016 September","Chocolate","Base Dec 2023=100","104.3"
"Consumer Price Index","2016 September","Confectionery products","Base Dec 2023=100","87.7"
"Consumer Price Index","2016 September","Edible ices and ice cream","Base Dec 2023=100","110.5"
"Consumer Price Index","2016 September","Artifical sugar substitutes","Base Dec 2023=100","97.3"
"Consumer Price Index","2016 September","Food products n.e.c.","Base Dec 2023=100","86.2"
"Consumer Price Index","2016 September","Sauces and condiments","Base Dec 2023=100","85.8"
"Consumer Price Index","2016 September","Salt, spices and culinary herbs","Base Dec 2023=100","86.6"
"Consumer Price Index","2016 September","Baby food","Base Dec 2023=100","82.9"
"Consumer Price Index","2016 September","Ready-made meals","Base Dec 2023=100","85.9"
"Consumer Price Index","2016 September","Other food products n.e.c.","Base Dec 2023=100","85"
"Consumer Price Index","2016 September","Non-alcoholic beverages","Base Dec 2023=100","89.8"
"Consumer Price Index","2016 September","Coffee, tea and cocoa","Base Dec 2023=100","96.2"
"Consumer Price Index","2016 September","Coffee","Base Dec 2023=100","99.6"
"Consumer Price Index","2016 September","Tea","Base Dec 2023=100","93.3"
"Consumer Price Index","2016 September","Cocoa and powdered chocolate","Base Dec 2023=100","119"
"Consumer Price Index","2016 September","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","87"
"Consumer Price Index","2016 September","Mineral or spring waters","Base Dec 2023=100","85.5"
"Consumer Price Index","2016 September","Soft drinks","Base Dec 2023=100","83.1"
"Consumer Price Index","2016 September","Fruit and vegetable juices","Base Dec 2023=100","88.9"
"Consumer Price Index","2016 October","All items","Base Dec 2023=100","82.7"
"Consumer Price Index","2016 October","Food and non-alcoholic beverages","Base Dec 2023=100","88.8"
"Consumer Price Index","2016 October","Food","Base Dec 2023=100","88.8"
"Consumer Price Index","2016 October","Bread and cereals","Base Dec 2023=100","87.4"
"Consumer Price Index","2016 October","Rice","Base Dec 2023=100","101"
"Consumer Price Index","2016 October","Flours and other cereals","Base Dec 2023=100","87.1"
"Consumer Price Index","2016 October","Bread","Base Dec 2023=100","80.1"
"Consumer Price Index","2016 October","Other bakery products","Base Dec 2023=100","87.3"
"Consumer Price Index","2016 October","Pizza and quiche","Base Dec 2023=100","104.8"
"Consumer Price Index","2016 October","Pasta products and couscous","Base Dec 2023=100","81.5"
"Consumer Price Index","2016 October","Breakfast cereals","Base Dec 2023=100","96.5"
"Consumer Price Index","2016 October","Other cereal products","Base Dec 2023=100","96.8"
"Consumer Price Index","2016 October","Meat","Base Dec 2023=100","88.6"
"Consumer Price Index","2016 October","Beef and veal","Base Dec 2023=100","99"
"Consumer Price Index","2016 October","Pork","Base Dec 2023=100","93.8"
"Consumer Price Index","2016 October","Lamb and goat","Base Dec 2023=100","80.4"
"Consumer Price Index","2016 October","Poultry","Base Dec 2023=100","85.1"
"Consumer Price Index","2016 October","Edible offal","Base Dec 2023=100","96.7"
"Consumer Price Index","2016 October","Dried, salted or smoked meat","Base Dec 2023=100","86.8"
"Consumer Price Index","2016 October","Other meat preparations","Base Dec 2023=100","87.1"
"Consumer Price Index","2016 October","Fish","Base Dec 2023=100","94.8"
"Consumer Price Index","2016 October","Fresh or chilled fish","Base Dec 2023=100","93.6"
"Consumer Price Index","2016 October","Frozen fish","Base Dec 2023=100","96.8"
"Consumer Price Index","2016 October","Fresh or chilled seafood","Base Dec 2023=100","110.2"
"Consumer Price Index","2016 October","Dried, smoked or salted fish and seafood","Base Dec 2023=100","86.4"
"Consumer Price Index","2016 October","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","96.4"
"Consumer Price Index","2016 October","Milk, cheese and eggs","Base Dec 2023=100","82.6"
"Consumer Price Index","2016 October","Fresh whole milk","Base Dec 2023=100","77.4"
"Consumer Price Index","2016 October","Fresh low fat milk","Base Dec 2023=100","83.1"
"Consumer Price Index","2016 October","Yoghurt","Base Dec 2023=100","77.5"
"Consumer Price Index","2016 October","Cheese and curd","Base Dec 2023=100","94.3"
"Consumer Price Index","2016 October","Other milk products","Base Dec 2023=100","85.6"
"Consumer Price Index","2016 October","Eggs","Base Dec 2023=100","80.7"
"Consumer Price Index","2016 October","Oils and fats","Base Dec 2023=100","74.5"
"Consumer Price Index","2016 October","Butter","Base Dec 2023=100","71.2"
"Consumer Price Index","2016 October","Margarine and other vegetable fats","Base Dec 2023=100","71.3"
"Consumer Price Index","2016 October","Olive oil","Base Dec 2023=100","85.7"
"Consumer Price Index","2016 October","Other edible oils","Base Dec 2023=100","87.9"
"Consumer Price Index","2016 October","Fruit","Base Dec 2023=100","91"
"Consumer Price Index","2016 October","Fresh or chilled fruit","Base Dec 2023=100","89.5"
"Consumer Price Index","2016 October","Dried fruit and nuts","Base Dec 2023=100","102.1"
"Consumer Price Index","2016 October","Preserved fruit and fruit-based products","Base Dec 2023=100","76.4"
"Consumer Price Index","2016 October","Vegetables","Base Dec 2023=100","91"
"Consumer Price Index","2016 October","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","91"
"Consumer Price Index","2016 October","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","97.4"
"Consumer Price Index","2016 October","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","96.8"
"Consumer Price Index","2016 October","Potatoes","Base Dec 2023=100","87.5"
"Consumer Price Index","2016 October","Crisps","Base Dec 2023=100","89.2"
"Consumer Price Index","2016 October","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","99.4"
"Consumer Price Index","2016 October","Sugar","Base Dec 2023=100","66.9"
"Consumer Price Index","2016 October","Jams, marmalades and honey","Base Dec 2023=100","109.6"
"Consumer Price Index","2016 October","Chocolate","Base Dec 2023=100","102.2"
"Consumer Price Index","2016 October","Confectionery products","Base Dec 2023=100","91.6"
"Consumer Price Index","2016 October","Edible ices and ice cream","Base Dec 2023=100","111.7"
"Consumer Price Index","2016 October","Artifical sugar substitutes","Base Dec 2023=100","95.4"
"Consumer Price Index","2016 October","Food products n.e.c.","Base Dec 2023=100","85.5"
"Consumer Price Index","2016 October","Sauces and condiments","Base Dec 2023=100","86.4"
"Consumer Price Index","2016 October","Salt, spices and culinary herbs","Base Dec 2023=100","86.7"
"Consumer Price Index","2016 October","Baby food","Base Dec 2023=100","82.9"
"Consumer Price Index","2016 October","Ready-made meals","Base Dec 2023=100","84.5"
"Consumer Price Index","2016 October","Other food products n.e.c.","Base Dec 2023=100","83.4"
"Consumer Price Index","2016 October","Non-alcoholic beverages","Base Dec 2023=100","88.7"
"Consumer Price Index","2016 October","Coffee, tea and cocoa","Base Dec 2023=100","94.7"
"Consumer Price Index","2016 October","Coffee","Base Dec 2023=100","95.9"
"Consumer Price Index","2016 October","Tea","Base Dec 2023=100","93.8"
"Consumer Price Index","2016 October","Cocoa and powdered chocolate","Base Dec 2023=100","112"
"Consumer Price Index","2016 October","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","86"
"Consumer Price Index","2016 October","Mineral or spring waters","Base Dec 2023=100","89.2"
"Consumer Price Index","2016 October","Soft drinks","Base Dec 2023=100","81.2"
"Consumer Price Index","2016 October","Fruit and vegetable juices","Base Dec 2023=100","87.6"
"Consumer Price Index","2016 November","All items","Base Dec 2023=100","82.6"
"Consumer Price Index","2016 November","Food and non-alcoholic beverages","Base Dec 2023=100","88.4"
"Consumer Price Index","2016 November","Food","Base Dec 2023=100","88.5"
"Consumer Price Index","2016 November","Bread and cereals","Base Dec 2023=100","86.4"
"Consumer Price Index","2016 November","Rice","Base Dec 2023=100","96.3"
"Consumer Price Index","2016 November","Flours and other cereals","Base Dec 2023=100","86.7"
"Consumer Price Index","2016 November","Bread","Base Dec 2023=100","80"
"Consumer Price Index","2016 November","Other bakery products","Base Dec 2023=100","86.5"
"Consumer Price Index","2016 November","Pizza and quiche","Base Dec 2023=100","97.5"
"Consumer Price Index","2016 November","Pasta products and couscous","Base Dec 2023=100","81.3"
"Consumer Price Index","2016 November","Breakfast cereals","Base Dec 2023=100","96"
"Consumer Price Index","2016 November","Other cereal products","Base Dec 2023=100","95.2"
"Consumer Price Index","2016 November","Meat","Base Dec 2023=100","88.6"
"Consumer Price Index","2016 November","Beef and veal","Base Dec 2023=100","99.3"
"Consumer Price Index","2016 November","Pork","Base Dec 2023=100","90.9"
"Consumer Price Index","2016 November","Lamb and goat","Base Dec 2023=100","88.2"
"Consumer Price Index","2016 November","Poultry","Base Dec 2023=100","86"
"Consumer Price Index","2016 November","Edible offal","Base Dec 2023=100","96.7"
"Consumer Price Index","2016 November","Dried, salted or smoked meat","Base Dec 2023=100","85.2"
"Consumer Price Index","2016 November","Other meat preparations","Base Dec 2023=100","87.9"
"Consumer Price Index","2016 November","Fish","Base Dec 2023=100","94.3"
"Consumer Price Index","2016 November","Fresh or chilled fish","Base Dec 2023=100","92"
"Consumer Price Index","2016 November","Frozen fish","Base Dec 2023=100","96"
"Consumer Price Index","2016 November","Fresh or chilled seafood","Base Dec 2023=100","110.8"
"Consumer Price Index","2016 November","Dried, smoked or salted fish and seafood","Base Dec 2023=100","86.7"
"Consumer Price Index","2016 November","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","97.4"
"Consumer Price Index","2016 November","Milk, cheese and eggs","Base Dec 2023=100","82.8"
"Consumer Price Index","2016 November","Fresh whole milk","Base Dec 2023=100","77.4"
"Consumer Price Index","2016 November","Fresh low fat milk","Base Dec 2023=100","82.7"
"Consumer Price Index","2016 November","Yoghurt","Base Dec 2023=100","77.1"
"Consumer Price Index","2016 November","Cheese and curd","Base Dec 2023=100","95.7"
"Consumer Price Index","2016 November","Other milk products","Base Dec 2023=100","85.2"
"Consumer Price Index","2016 November","Eggs","Base Dec 2023=100","81"
"Consumer Price Index","2016 November","Oils and fats","Base Dec 2023=100","75.7"
"Consumer Price Index","2016 November","Butter","Base Dec 2023=100","72"
"Consumer Price Index","2016 November","Margarine and other vegetable fats","Base Dec 2023=100","73.7"
"Consumer Price Index","2016 November","Olive oil","Base Dec 2023=100","85.7"
"Consumer Price Index","2016 November","Other edible oils","Base Dec 2023=100","88.5"
"Consumer Price Index","2016 November","Fruit","Base Dec 2023=100","90.9"
"Consumer Price Index","2016 November","Fresh or chilled fruit","Base Dec 2023=100","89.6"
"Consumer Price Index","2016 November","Dried fruit and nuts","Base Dec 2023=100","101.3"
"Consumer Price Index","2016 November","Preserved fruit and fruit-based products","Base Dec 2023=100","75.1"
"Consumer Price Index","2016 November","Vegetables","Base Dec 2023=100","91.2"
"Consumer Price Index","2016 November","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","91.2"
"Consumer Price Index","2016 November","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","97.8"
"Consumer Price Index","2016 November","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","97"
"Consumer Price Index","2016 November","Potatoes","Base Dec 2023=100","87.5"
"Consumer Price Index","2016 November","Crisps","Base Dec 2023=100","90"
"Consumer Price Index","2016 November","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","97.3"
"Consumer Price Index","2016 November","Sugar","Base Dec 2023=100","66.6"
"Consumer Price Index","2016 November","Jams, marmalades and honey","Base Dec 2023=100","111.7"
"Consumer Price Index","2016 November","Chocolate","Base Dec 2023=100","97.7"
"Consumer Price Index","2016 November","Confectionery products","Base Dec 2023=100","90.7"
"Consumer Price Index","2016 November","Edible ices and ice cream","Base Dec 2023=100","109.9"
"Consumer Price Index","2016 November","Artifical sugar substitutes","Base Dec 2023=100","95.1"
"Consumer Price Index","2016 November","Food products n.e.c.","Base Dec 2023=100","85.4"
"Consumer Price Index","2016 November","Sauces and condiments","Base Dec 2023=100","87.5"
"Consumer Price Index","2016 November","Salt, spices and culinary herbs","Base Dec 2023=100","87.2"
"Consumer Price Index","2016 November","Baby food","Base Dec 2023=100","82.5"
"Consumer Price Index","2016 November","Ready-made meals","Base Dec 2023=100","82.9"
"Consumer Price Index","2016 November","Other food products n.e.c.","Base Dec 2023=100","83.8"
"Consumer Price Index","2016 November","Non-alcoholic beverages","Base Dec 2023=100","87.9"
